,id,product_id,product_url,title,offer_price,mrp,description,image,tags,created_on,updated_on,Cleaned_Title
77,139162,B09W2WMK8D,https://www.amazon.in/Li-Ning-XP-90-IV-Aluminum-Badminton-Rackets/dp/B09W2WMK8D/ref=sr_1_6335?qid=1679440075&s=sports&sr=1-6335,"Li-Ning XP-90-IV Aluminum Strung Badminton Racket (2 x Rackets + 2 x Full Covers, White/Silver)",899,1980," Grip Size : S2 (3.25 Inches)| Weight : W4 (90-95 grams)   Included Components: 2 x Strung Badminton Rackets + 2 Full Covers   Color - White, Silver  ",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51TF4PfmqQL._SX300_SY300_QL70_ML2_.jpg,,20-03-2023,21-03-2023,"li - ning xp-90 - iv aluminum strung badminton racket ( 2 x rackets + 2 x full covers , / )"
78,64152,B08KDJSYQL,https://www.amazon.in/Li-Ning-Carbon-Strung-Badminton-Racket/dp/B08KDJSYQL/ref=sr_1_5371?qid=1674381511&s=sports&sr=1-5371,Li-Ning Wind Lite 900 Carbon Fiber Strung Badminton Racket with Full Cover ( Navy/Red),3390,5990," Weight: 80 gm   Tension : Upto 30 lbs   Weight distribution : Head - Light   Powered By Windstorm : We re-engineered the Windstorm technology platform, to design the Wind Lite series of rackets. This gives Wind Lite the extremely lightweight class of the Windstorm rackets, with additional power generation capability with its Medium-Flex Shaft  ",https://m.media-amazon.com/images/I/416E+Vf0W-L._SY300_SX300_.jpg,,22-01-2023,22-01-2023,li - ning wind lite 900 carbon fiber strung badminton racket with full cover ( / )
79,139274,B098DVZPWC,https://www.amazon.in/Li-Ning-XP-505-PRO-Strung-Shuttle/dp/B098DVZPWC/ref=sr_1_8964?qid=1679339048&s=sports&sr=1-8964,"Li-Ning XP-505 PRO - (Strung Badminton Racket) Black / Gold , Set of 2 + 1 Full Cover+Attack Nylon Shuttle",1127.72,3270, XP-505 PRO - (Strung ) SET OF 2 + 1 FULL COVER+ATTACK NYLON SHUTTLE  ,https://m.media-amazon.com/images/I/31A2vPXd1-L._SX300_SY300_QL70_ML2_.jpg,,20-03-2023,20-03-2023,"li - ning xp-505 pro - ( strung badminton racket ) / , set of 2 + 1 full cover+attack nylon shuttle"
80,60174,B07TCGHYJL,https://www.amazon.in/Li-Ning-G-TEK-88-GX-AYPP264-5/dp/B07TCGHYJL/ref=sr_1_1361?qid=1673941635&s=sports&sr=1-1361,Li-Ning G-TEK GX Strung Graphite Badminton Racquet with Free Cover,949,2590, Grip Size : S1 (3.125 Inches)| Weight : W3 (88 grams)   Color : BLACK/ORANGE | Head Shape : Isometric   String Level : 22-24 lbs   Flexibility : High   Material : Graphite  ,https://m.media-amazon.com/images/I/41NgwuzMdqL._SX300_SY300_QL70_ML2_.jpg,,16-01-2023,17-01-2023,li - ning g - tek gx strung graphite badminton racquet with free cover
81,141287,B07PPVKW1Q,https://www.amazon.in/Li-Ning-Badminton-Tennis-Players-Black/dp/B07PPVKW1Q/ref=sr_1_3610?qid=1679430695&s=sports&sr=1-3610,"Li-Ning Wrist Band for Badminton / Tennis Players, Set of 2 -Black",599,699, Highly absorbent for maximum comfort and superior durability   High density knit cotton provides great flexibility   Maintain wrist support in neutral position   One size Fits all   In Box Contain: Set of 2 Wristband  ,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41ZYBpCFZ0L._SX300_SY300_QL70_ML2_.jpg,,20-03-2023,21-03-2023,"li - ning wrist band for badminton / tennis players , set of 2 -black"
82,74611,B098DVZDR6,https://www.amazon.in/Li-Ning-Aluminum-Badminton-Power-Black/dp/B098DVZDR6/ref=sr_1_9476?qid=1676969076&s=sports&sr=1-9476,"Li-Ning Aluminum Badminton Racket Mega Power 5, Black/Green",420.91,1190, HYBRID CONSTRUCTION¬- The Li-Ning Mega Power racket has a hybrid 2 piece construction that makes the racket more balanced and sturdy with Li-Ning's meticulous craftwork. Duralumin material with a mix of Ferrum and aluminum forms a highly durable composite that withstands high tension and powerful smashes.   SMASH POWER FRAME¬- The Li-Ning Smash Power Frame technology helps improve the overall racket performance with reduced air resistance and aids in the smooth maneuverability of the racket.   ULTRA SMASH SPEED SHAFT¬- The Li-Ning Mega Power racket helps balance the rebound and anti-torsion performance of the racket and facilitates smooth power transmission.   WEIGHT & TENSION¬- The Li-Ning Mega Power racket weighs 95 grams and can withstand string tension of up to 24 Lbs. These factors make it an ideal badminton racket for all those starting to play the game or trying to know it better.   FREE FULL COVER¬- The Li-Ning Mega Power racket comes equipped with a high-quality full cover to keep it safe and secure.  ,https://m.media-amazon.com/images/I/41G7VadhLsL._SY300_SX300_.jpg,,21-02-2023,21-02-2023,"li - ning aluminum badminton racket mega power 5 , /"
83,141480,B09GVLXCCQ,https://www.amazon.in/Li-Ning-Festive-Aluminum-Badminton-Multicolor/dp/B09GVLXCCQ/ref=sr_1_7667?qid=1679349211&s=sports&sr=1-7667,Li-Ning Diwali Gift Pack,755.28,2380, Top-quality badminton racket powered by duralumin technology for high performance.   A technically sound nylon shuttlecock engineered with a fully synthetic base.   Included Components: 2 x Strung Badminton Racket + 1 Gold Racket Bag   Package Dimensions: 4.0 L x 71.4 H x 22.5 W (centimeters)  ,https://m.media-amazon.com/images/I/51GCnXldxFL._SX300_SY300_QL70_ML2_.jpg,,20-03-2023,20-03-2023,li - ning diwali gift pack
84,141506,B09G3NN1BM,https://www.amazon.in/Li-Ning-Stealth-Carbon-Strung-Charcoal/dp/B097Y8468B/ref=sr_1_7831?qid=1679349286&s=sports&sr=1-7831,Li-Ning Wind Lite Stealth Carbon Fibre Strung Badminton Racket with Free Full Cover (Powered By Windstorm),"3,340","3,340"," Weight: 77 gm   Force of Invincibility : The Li-Ning Wind Lite Stealth badminton racket is a lightweight racket powered by Super Light Technology to reduce air resistance and enhance swing speed, thus making you invincible.   Facile Maneuverability : The Li-Ning Wind Lite Stealth badminton racket is engineered with Compressed Groove Technology. Incorporating this technology allows you to make the best use of its Head Heavy Profile by reducing Air-Drag and enabling you to steer the racket effortlessly.   Maximum Power Transmission : The racket has been bestowed with the power of the invisible force! To facilitate maximum power transmission, High Tensile Slim Shaft has been engineered for effective rebound balance and anti-torsion.   Windstorm Technology : Li-Ning Wind Lite Stealth has been made conforming to the Windstorm technology platform. This platform gives the racket a high power generation capacity in an extremely lightweight profile.  ",https://m.media-amazon.com/images/I/41nNa18YOCL._SX300_SY300_QL70_ML2_.jpg,,20-03-2023,20-03-2023,li - ning wind lite stealth carbon fibre strung badminton racket with free full cover ( powered by windstorm )
85,67930,B08P3HY5Z7,https://www.amazon.in/Li-Ning-Carbon-Unstrung-Badminton-Racket/dp/B08P3HY5Z7/ref=sr_1_3420?qid=1679426901&s=sports&sr=1-3420,"Li-Ning Air Force 78 G2 Carbon Fibre Unstrung Badminton Racket with Free Full Cover, Black, Silver",2940,5590," Weight: 78 gm   Tension : Upto 30 lbs   Material : Military Grade Carbon Fibre   We re-engineered the first-generation Air Force rackets. The Air Force G2 embodies lightweight military-grade material optimization. The optimization allows you to launch an attack and swiftly switch to defense at your own will, without sacrificing mobility. The Air Force G2 starts at 77 grams, and it is engineered with a flexible shaft which, helps you achieve powerful smashes. This makes the Air-Force G2 series a real force to reckon with.  ",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41ij9tROnDL._SX300_SY300_QL70_ML2_.jpg,,24-01-2023,21-03-2023,"li - ning air force 78 g2 carbon fibre unstrung badminton racket with free full cover , ,"
86,60074,B07SC2GP6X,https://www.amazon.in/Li-Ning-XP-90-IV-Aluminum-Badminton-Racquet/dp/B07SC2GP6X/ref=sr_1_8676?qid=1679432685&s=sports&sr=1-8676,"Li-Ning XP-90-IV Strung Aluminum Badminton Racket With Free Head Cover(Set of 1,White/Silver)",399,990, Grip Size : S2 (3.25 Inches)| Weight : W4 (90-95 grams)   Color : WHITE/SILVER | Head Shape : Oval   String Level : 18-20 lbs   Flexibility : Medium   Material : Aluminum   Playing Level : Beginner   Strung Type : Strung Badminton   In-Box Contents :¬ 1 Badminton Racquet With Half Cover  ,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31wVziod2HL._SX300_SY300_QL70_ML2_.jpg,,16-01-2023,21-03-2023,"li - ning xp-90 - iv strung aluminum badminton racket with free head cover(set of 1,white / )"
90,31360,B08GS5LQ7W,https://www.amazon.in/Li-Ning-G-Force-Superlite-Carbon-Fiber-Badminton/dp/B08GS5LQ7W/ref=sr_1_463?qid=1673027228&s=sports&sr=1-463,"Li-Ning G-Force 3600 Superlite Carbon Fibre Strung Badminton Racket (Dark Grey, Gold, G4 - 4 1/2 inches)",1889,4590," Stabilized elastic shaft: Aramid fiber is a kind of material with high strength, high modulus, good elasticity and toughness. It is the main material of body armor and helmet   Material: Military grade carbon fiber   Li-Ning g force series is made with strong material know as ultra carbon fiber. This material gives excellent rigidity to sustain impact load at very low weight   Tension range: 30-32 lbs   Weight:78gms  ",https://m.media-amazon.com/images/I/41SziWgK0ML._SX300_SY300_QL70_ML2_.jpg,,06-01-2023,06-01-2023,"li - ning g - force 3600 superlite carbon fibre strung badminton racket ( dark , , g4 - 4 1/2 inches )"
93,76445,B0B3T7LT5X,https://www.amazon.in/Li-Ning-G-Force-Superlite-Carbon-Badminton/dp/B0B3T7LT5X/ref=sr_1_6962?qid=1676975540&s=sports&sr=1-6962,Li-Ning G-Force 3600 Superlite Carbon Fibre Strung Badminton Racket - Dark Grey/Gold,2330,4590," Li-Ning g force series is made with strong material know as ultra carbon fiber. This material gives excellent rigidity to sustain impact load at very low weight   Stabilized elastic shaft: Aramid fiber is a kind of material with high strength, high modulus, good elasticity and toughness. It is the main material of body armor and helmet   Li-Ning's Unique Super Lightweight technology could reduce air resistance and enhance swing speed drastically. ÄúFast as wind, light as featherÄù, your swing will be more sensitive and flexible   The racket can take 30-32 LBS tension which enables the player to get the maximum utilization of the racket frame strength and propulsion. Body Material : Military Grade Carbon Fibre   Tension range: 30-32 lbs | Weight: 78 gms  ",https://m.media-amazon.com/images/I/41m6yTz2WBL._SY300_SX300_.jpg,,21-02-2023,21-02-2023,li - ning g - force 3600 superlite carbon fibre strung badminton racket - dark /
94,60247,B08BCTC47Y,https://www.amazon.in/Li-Ning-XP-2020-Special-AYPQ154-5/dp/B08BCTC47Y/ref=sr_1_8193?qid=1679297339&s=sports&sr=1-8193,"Li-Ning XP 2020 Special Edition (AYPQ154-5) Blend Strung Badminton Racquet (White) With Free Head Cover(Set of 1), Blend",382.5,1090, Replaceable Strings: You can replace the strings on this racket at any sports store.   Material: High grade duraluminium   Weight: 89-92 g   Flexibility: High-Flex   High module power frame: the effective defence area is enlarged for severe smash by dynamic-optimum frame and the hitting velocity is improved considerably  ,https://m.media-amazon.com/images/I/41Pl+G4MjNL._SY300_SX300_.jpg,,16-01-2023,20-03-2023,"li - ning xp 2020 special edition ( aypq154 - 5 ) blend strung badminton racquet ( ) with free head cover(set of 1 ) , blend"
95,70526,B00TDZNAKA,https://www.amazon.in/Yonex-Gr-303-Badminton-Racquet-Extra/dp/B00TDZNAKA/ref=sr_1_8475?qid=1676983840&s=sports&sr=1-8475,YONEX Gr-303 Aluminum Badminton Racquet with Extra Grip (Blue),799,899, Ideal for beginners and intermediate level players   Extra badminton grip free along with the pack   Comes with head cover   Low torsion steel shaft   Aluminum frame  ,https://m.media-amazon.com/images/I/41ZdMMkCdQL._SY300_SX300_.jpg,,24-01-2023,21-02-2023,yonex gr-303 aluminum badminton racquet with extra grip ( )
96,77155,B0BB8D6ZV6,https://www.amazon.in/YONEX-Wrist-WB08501-Black-8903224342425/dp/B0BB8D6ZV6/ref=sr_1_4789?qid=1679431200&s=sports&sr=1-4789,Yonex Wrist Band WB08501,179,," One Size Fits All   Stretch Fit   Size:110mm x 80mm   Material:Cottan 70% ,Polyester 23% ,Elastodiene 6% ,Elastane 1 %  ",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41ToFVEQiKL._SX300_SY300_QL70_ML2_.jpg,,21-02-2023,21-03-2023,yonex wrist band wb08501
97,74785,B08FF6HMZW,https://www.amazon.in/YONEX-Astrox-Badminton-Pre-Strung-Racket/dp/B08FF6HMZW/ref=sr_1_1165?qid=1676970196&s=sports&sr=1-1165,YONEX Astrox Smash Badminton Pre-Strung Racket (Black/Flame Red)(FG5),8743,," Original YONEX US Version   Weight: F (Ave 73g) / Grip Size: G5   Color: Black / Flame Red   Frame: Graphite, Tungsten / Shaft: Graphite, Nanomesh Neo   Factory Pre-Strung / Cover: Yonex Head  ",https://m.media-amazon.com/images/I/51inTimKZgL._SY300_SX300_.jpg,,21-02-2023,21-02-2023,yonex astrox smash badminton pre - strung racket ( / flame red)(fg5 )
98,63412,B08BM2CD7N,https://www.amazon.in/ZR-111LT-Aluminum-Badminton-Racquet/dp/B08BM2CD7N/ref=sr_1_8066?qid=1674565954&s=sports&sr=1-8066,Yonex ZR 111 Light Aluminium Badminton Racquet with Full Cover | Made in India,391.9,750, Specifications: frame material - Aluminum | shaft material - Aluminum | weight - U (95 - 99.9 grams) |   Free full cover | high durability   Developed in Japan  ,https://m.media-amazon.com/images/I/31aWr7QdGNL._SX300_SY300_QL70_ML2_.jpg,,21-01-2023,24-01-2023,yonex zr 111 light aluminium badminton racquet with full cover | made in india
99,75078,B09HNTR56J,https://www.amazon.in/YONEX-Badminton-Racquet-Astrox-Tension/dp/B09HNTR56J/ref=sr_1_4414?qid=1676971009&s=sports&sr=1-4414,"YONEX Graphite Badminton Racquet Astrox Lite 27i (G4 , 77 Grams , 30 lbs Tension , Blue)",2431,"2,431"," SLIM SHAFT - More speed = More power. Designed to slice through the air, generating speedy power.   ISOMETRIC - Enlarged Sweet Spot compared to a conventional round frame, a square-shaped ISOMETRIC racquet generates a larger sweet spot by optimizing the intersection of the main and cross strings. ISOMETRIC delivers greater control without sacrificing power.   AERO+BOX FRAME - Combines solid hitting feel and quick swing.; Control Support CAP - Sharp Maneuverability. The control support cap provides an 88% wider flat surface compared with an ordinary racquet for easier gripping, fast follow-through and the sharpest maneuverability.   ROTATIONAL GENERATOR SYSTEM - For Maximum Control by applying the counterbalance theory, weight is distributed throughout the grip end, frame top and the joint for maximum control. The transition to the next shot can be performed smoothly with a rapid succession.   STABLE TRAJECTORY : Accurate Flight Stability Over Distance Under Varying Environmental Conditions.   DURABLE : Less- Frequent Replacement During Play Than Any Other Ordinary Shuttlecocks .   Fast Recovery & Stable Trajectory. Base Material : Recycled Cork   Material - Synthetic Cork Base & Nylon Skirt  ",https://m.media-amazon.com/images/I/31M9YN2SI7L._SY300_SX300_.jpg,,21-02-2023,21-02-2023,"yonex graphite badminton racquet astrox lite 27i ( g4 , 77 grams , 30 lbs tension , )"
100,69135,B07RM273FR,https://www.amazon.in/GR-303F-Aluminum-Badminton-Racquet/dp/B07RM273FR/ref=sr_1_8191?qid=1674570374&s=sports&sr=1-8191,"Yonex GR 303 Aluminium Blend Badminton Racquet with Full Cover, Set of 2",1285,1500, Strung Type : Strung   Color : Blue/Blue | Head Shape : Isometric   Material : Aluminum   Lightweight racquet   Playing Level : Intermediate  ,https://m.media-amazon.com/images/I/41W2urflWIL._SY300_SX300_QL70_ML2_.jpg,,24-01-2023,24-01-2023,"yonex gr 303 aluminium blend badminton racquet with full cover , set of 2"
101,67726,B08HHJDGQC,https://www.amazon.in/Yonex-Muscle-Power-Light-Model/dp/B08HHJDGQC/ref=sr_1_3718?qid=1679299251&s=sports&sr=1-3718,"YONEX Carbon Fibre, Graphite Muscle Power 29 Light 2020 Model Slim Shaft Badminton Racquet (Dark Grey)",2684,4390," Muscle Power Frame - MP frame construction creates total unity of the string and frame through closer and tighter contact. This locates the string on rounded archways that eliminate stress-load and fatigue through contact friction<br>   Isometric head - Bigger sweet spot | Built-in T-Joint - The lightweight T-Joint increases stability of the shuttle on the strings, maximizing power and control.<br>   NEW Grommet Pattern - Single pass grommet holes for reduced string stress, maximizing performance<br>   Specifications : Frame Material - Carbon Graphite | Shaft Material - High Modulus Graphite | Weight - 3U (85-92 grams) | Grip Size - G4 (3.5 inches) | Balance Type - Even Balance | Head Shape - Isometric Head Shape | Pre-Strung - Strung | Age - Adult; In-Box Content : 1 Badminton Racquet<br>   Skill Level: Intermediate  ",https://m.media-amazon.com/images/I/41uBBqJygYL._SX300_SY300_QL70_ML2_.jpg,,24-01-2023,20-03-2023,"yonex carbon fibre , graphite muscle power 29 light 2020 model slim shaft badminton racquet ( dark )"
102,74786,B093QK1BTC,https://www.amazon.in/YONEX-Badminton-Racquet-Generator-Developed/dp/B093QK1BTC/ref=sr_1_1213?qid=1676970197&s=sports&sr=1-1213,YONEX ASTROX 88D Tour Badminton Racquet|4U G5|Camel Gold|Power |Stiff |R O T A T I O N A L Generator System |Flex Fuse |N AMD Ñ¢|Head Heavy |Taiwan|Developed in Japan,8350,11990," The ASTROX series is developed to meet the demands of aggressive attacking play, taking the point to your opponent with relentless steep attacks.   The Rotational Generator System perfectly distributes weight through the grip end, frame top and the T-joint for maximum control, enabling smooth transition between shots, in a rapid succession. Revolutionary graphite materials such as Namd* are utilized to produce Namd* and faster snapback for imposing power.   Rotational Generator System, ISOMETRIC AERO+ BOX Frame, Tungsten, Extra Slim Shaft, REXIS Shaft, Solid Feel Core, Namd, NANOMESH NEO, Energy Boost Cap Plus  ",https://m.media-amazon.com/images/I/31qqgRCok9S._SY300_SX300_.jpg,,21-02-2023,21-02-2023,yonex astrox 88d tour badminton racquet|4u g5|camel gold|power |stiff |r o t a t i o n a l generator system |flex fuse |n amd ñ¢|head heavy |taiwan|developed in japan
103,67281,B00IU83THA,https://www.amazon.in/Yonex-Voltric-Force-Badminton-Racquet/dp/B00IU83THA/ref=sr_1_591?qid=1674567518&s=sports&sr=1-591,Yonex Voltric Z Force II Professional Badminton Racquet with free Full Cover | Tri-voltage system | Made in Japan,14524,17100," Grip Size : G4 (3.25 Inches)| Weight : 4U (80-84.9 grams)   Color : Black | Head Shape : Isometric   String Level : 24 pounds   Balance Type : Head Heavy |Playing Level : All   Built in T-joint, Powerful shots and endurance come easy to you with this racquet.   In-Box Contents :¬ 1 Badminton Racquet With Full Cover   Strung Type : Strung  ",https://m.media-amazon.com/images/I/315BpTl2t2L._SX300_SY300_QL70_ML2_.jpg,,24-01-2023,24-01-2023,yonex voltric z force ii professional badminton racquet with free full cover | tri - voltage system | made in japan
104,32813,B09VJM4ZCR,https://www.amazon.in/Aracsaber-Grayish-Graphite-Badminton-Racquet/dp/B09VJM4ZCR/ref=sr_1_11808?qid=1679437801&s=sports&sr=1-11808,Yonex Aracsaber 11 Play Grayish Pearl Graphite Frame Badminton Racquet with Full Cover,3720,4310, Graphite   Iso Metric   Slim Shaft   Box Frame  ,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31Jy8ezkxBL._SX300_SY300_QL70_ML2_.jpg,,06-01-2023,21-03-2023,yonex aracsaber 11 play grayish pearl graphite frame badminton racquet with full cover
105,76532,B09NP3XHXB,https://www.amazon.in/Astrox-White-Tiger-Strung-Cover/dp/B09NP3XHXB/ref=sr_1_7668?qid=1676975780&s=sports&sr=1-7668,Astrox 99 Play White Tiger Strung with Full Cover,3799,5390,,https://m.media-amazon.com/images/I/31qgqc+TKHL._SY300_SX300_.jpg,,21-02-2023,21-02-2023,astrox 99 play tiger strung with full cover
106,72799,B09SG3ZX2W,https://www.amazon.in/Nanoray-Graphite-Badminton-Racquet-Tension/dp/B09SG3ZX2W/ref=sr_1_9500?qid=1674579578&s=sports&sr=1-9500,"Yonex Nanoray Light 18i Graphite Badminton Racquet with Free Full Cover (77 Grams, 30 lbs Tension)",1979,"1,979"," NANOSCIENCE technology - With streamlined aerodynamic NANOSCIENCE technology built into the shaft for a stiff flex and unparalleled repulsion power, the NANORAY 68 Light is engineered for lightning-fast shots   Ultra-light (77 grams) - Speedy shots & great maneuverability without sacrificing on power | High tension support (30 lbs string tension) - more power and better control. Head Size: 6.5 sq. in.   Isometric head - Bigger sweet spot | Built-in T-Joint | Carbon Graphite shaft - strong construction and light weight   Specifications : Frame Material - Carbon Graphite | Shaft Material - Carbon Graphite | String Tension - 30 lbs | Weight - 5U (75-79.9 grams) | Grip Size - G4 (3.5 inches) | Balance Type - Head Light | Head Shape - Isometric Head Shape | Pre-Strung - Strung | Age - Adult   Length: 1050 mm, width: 27mm   Ideal for any badminton for stronger grip   Material: Rubber  ",https://m.media-amazon.com/images/I/31UWxciDMKL._SX300_SY300_QL70_ML2_.jpg,,24-01-2023,24-01-2023,"yonex nanoray light 18i graphite badminton racquet with free full cover ( 77 grams , 30 lbs tension )"
107,68646,B07SGCPVJ5,https://www.amazon.in/ZR-Badminton-Racquet-Orange-Shuttlecock/dp/B07SGCPVJ5/ref=sr_1_8472?qid=1679432629&s=sports&sr=1-8472,Yonex ZR 100 Light Badminton Combo (Set of 2 Yonex ZR 100 Light Badminton Racquet with Full Cover Blue/Orange + Mavis 200I Shuttlecock Pack of 6),1635,," Yonex badminton Racquet ZR 100 light pack of 2   Zr 100: Composition Äì Aluminum, weight - 95 to 100 g, grip size - G4   Zr 100: made in India - this is a revolutionary product by Yonex which is developed in Japan and made in India   Ideal for beginners and intermediate level players   Zr 100L: comes with full Cover   Material: Aluminum   A 200i: nylon Shuttlecock, keep tube U with cork facing down, store away from high temperatures, made in Taiwan, pack of 6   In-box Contents: 2 Badminton Racquets, 1 tube a 200i  ",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51EHwdSsejL._SX300_SY300_QL70_ML2_.jpg,,24-01-2023,21-03-2023,yonex zr 100 light badminton combo ( set of 2 yonex zr 100 light badminton racquet with full cover / + mavis 200i shuttlecock pack of 6 )
108,67489,B09JNQRFX3,https://www.amazon.in/Yonex-Astrox-Strung-Badminton-Racquet/dp/B09JNQRFX3/ref=sr_1_1823?qid=1679426434&s=sports&sr=1-1823,Yonex Astrox 99 Game Strung Badminton Racquet - Cherry Sunburst,5464.78,8390," The ASTROX 99 is a head-heavy power racquet, boasting the heaviest swing weight of the ASTROX series. ItÄôs known to generate a single, powerful smash, often too heavy to be speedy in recovery.   The new ASTROX 99* is equipped with the POWER-ASSIST BUMPER, a tungsten-infused weighted bumper installed at the top of the frame transferring additional weight to the shuttle for more powerful smashes.   Extra Slim Shaft is more aerodynamic and reduces air resistance making your shot stronger and more intense shot.   This racket is very well balanced and awesome to play with, and with the price over performance, it gives you the best value for money.   Grip Size : G5 | Weight : 4U (90-100 grams)  ",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/215q29N7bZL._SX300_SY300_QL70_ML2_.jpg,,24-01-2023,21-03-2023,yonex astrox 99 game strung badminton racquet - sunburst
109,60592,B081LF31G8,https://www.amazon.in/Yonex-7405-Multicolour-Rubber-Badminton/dp/B081LF31G8/ref=sr_1_4194?qid=1673850766&s=sports&sr=1-4194,"YONEX AC 7405 E2T Rubber Badminton Grip (Multicolour), Polyurethane",170,, Material: Rubber   In-box Contents: 1 Badminton Racquet Grip   Badminton grip   AC 7405 E2T badminton grip (1 Grip Only)   Yonex grips help match your style and improve your game  ,https://m.media-amazon.com/images/I/51LUtt-Um1L._SY300_SX300_QL70_ML2_.jpg,,16-01-2023,16-01-2023,"yonex ac 7405 e2 t rubber badminton grip ( multicolour ) , polyurethane"
110,60235,B09GYLKP4J,https://www.amazon.in/YONEX-Astrox-99-Play-Badminton/dp/B09GYLKP4J/ref=sr_1_1868?qid=1674380181&s=sports&sr=1-1868,YONEX Astrox 99 Play Badminton Racquet with Full Cover (White Tiger) Material: Graphite,3899,5390, Carbon; Medium   Isometric head   New Grommet Pattern   Rotational Generator System+Slim Shaft+Control Supprt Cap   Skill Level: Intermediate  ,https://m.media-amazon.com/images/I/31SDVpEpGsL._SX300_SY300_QL70_ML2_.jpg,,16-01-2023,22-01-2023,yonex astrox 99 play badminton racquet with full cover ( tiger ) material : graphite
111,70576,B07KLPMD31,https://www.amazon.in/Yonex-GR-303-Aluminum-Badminton/dp/B07KLPMD31/ref=sr_1_8459?qid=1674574578&s=sports&sr=1-8459,Yonex GR 303 Aluminium Blend Badminton Racquet with Full Cover,499,750," Frame - aluminium   Shaft - low torsion steel shaft   Weight - 90 to 95 gm, Head Shape : Isometric Shape   Grip size - G4; Material: Blend   Skill Level: Intermediate  ",https://m.media-amazon.com/images/I/41o1SMvfXnL._SY300_SX300_QL70_ML2_.jpg,,24-01-2023,24-01-2023,yonex gr 303 aluminium blend badminton racquet with full cover
113,76796,B0BSQWSZFW,https://www.amazon.in/Badminton-SUNR-2215-Black-8903224352264/dp/B0BSQWSZFW/ref=sr_1_52?qid=1676977121&s=sports&sr=1-52,Badminton Bag SUNR 2215 BT5 Black NEON/8903224352264,730,1490, Main Compartment  ,https://m.media-amazon.com/images/I/41TT+V+hIxL._SY300_SX300_.jpg,,21-02-2023,21-02-2023,badminton bag sunr 2215 bt5 neon/8903224352264
114,70019,B09GYMS18S,https://www.amazon.in/YONEX-Badminton-Astrox-88d-Game/dp/B09GYMS18S/ref=sr_1_3600?qid=1674573096&s=sports&sr=1-3600,YONEX Graphite Badminton Racquet Astrox 88d Game with Full Cover (Camel Gold),6990,8190, H.M. Graphite   Medium   Volume Cut Resgin+Tungsten+Nanomesh Neo   Isometric  ,https://m.media-amazon.com/images/I/314c-ljJ8CL._SX300_SY300_QL70_ML2_.jpg,,24-01-2023,24-01-2023,yonex graphite badminton racquet astrox 88d game with full cover ( camel )
115,74711,B09GYMHZVP,https://www.amazon.in/Graphite-Badminton-Racquet-Astrox-99/dp/B09GYMHZVP/ref=sr_1_636?qid=1679298394&s=sports&sr=1-636,Yonex Graphite Badminton Racquet Astrox 99 pro with Full Cover (White Tiger),14196,17990, H.M. Graphite   Medium   Medium+Volume Cut Resgin+Tungsten+Nanomesh Neo   Isometric  ,https://m.media-amazon.com/images/I/216J-lZ6wkL._SX300_SY300_QL70_ML2_.jpg,,21-02-2023,20-03-2023,yonex graphite badminton racquet astrox 99 pro with full cover ( tiger )
116,61463,B01N34JOV6,https://www.amazon.in/Yonex-Badminton-Racket-Duora-Strike/dp/B01N34JOV6/ref=sr_1_8293?qid=1679432570&s=sports&sr=1-8293,"YONEX Graphite Duora Z Strike Professional Badminton Racquet with free Full Cover (Black, White, 88 grams , 28 lbs Tension, Made in Japan)",11749,18795, Grip Size : G4 (3.25 Inches)| Weight : 3U (85-92 grams)   Color : Black/White | Head Shape : Isometric   String Level : 20-28 lbs | Strung Type : Unstrung   Flexibility : extra stiff |Balance Type : even Balnce |Playing Level : All   Material : Graphite   Shaft: heavy MS Graphite/nanometric/ex-hmg   In-Box Contents :¬ 1 Badminton Racquet With Full Cover  The built-in solid feel core cuts harmful miscellaneous vibration at impactCountry of Origin: Japan,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41SKqEnohDL._SX300_SY300_QL70_ML2_.jpg,,16-01-2023,21-03-2023,"yonex graphite duora z strike professional badminton racquet with free full cover ( , , 88 grams , 28 lbs tension , made in japan )"
